3758679436,18.0,39.0,34.0,0.0
3758679449,18.0,39.0,35.0,0.0
3758679462,18.0,38.0,32.0,0.0
3758679475,18.0,39.0,31.0,0.0
3758679491,18.0,38.0,32.0,0.0
3758679505,18.0,40.0,35.0,0.0
3758679518,18.0,38.0,34.0,0.0
3758679531,18.0,39.0,32.0,0.0
3758679544,18.0,38.0,33.0,0.0
3758679558,18.0,39.0,36.0,0.0
3758679571,18.0,38.0,32.0,0.0
3758679584,18.0,38.0,32.0,0.0
3758679597,18.0,38.0,34.0,0.0
3758679610,18.0,38.0,34.0,0.0
3758679623,18.0,39.0,31.0,0.0
3758679636,18.0,38.0,33.0,0.0
3758679649,18.0,38.0,32.0,0.0
3758679664,18.0,41.0,35.0,0.0
3758679678,18.0,40.0,34.0,0.0
3758679691,18.0,38.0,32.0,0.0
3758679704,18.0,38.0,32.0,0.0
3758679717,18.0,38.0,31.0,0.0
3758679730,18.0,38.0,34.0,0.0
3758679743,18.0,38.0,34.0,0.0
3758679756,18.0,38.0,34.0,0.0
3758679769,18.0,38.0,35.0,0.0
3758679782,18.0,38.0,30.0,0.0
3758679795,18.0,38.0,34.0,0.0
3758679808,18.0,39.0,35.0,0.0
3758679821,18.0,38.0,33.0,0.0
3758679834,18.0,38.0,32.0,0.0
3758679847,18.0,38.0,34.0,0.0
3758679860,18.0,38.0,35.0,0.0
3758679873,18.0,38.0,35.0,0.0
3758679886,18.0,39.0,34.0,0.0
3758679899,18.0,38.0,33.0,0.0
3758679912,18.0,38.0,32.0,0.0
3758679925,18.0,38.0,31.0,0.0
3758679938,18.0,38.0,34.0,0.0
3758679954,18.0,38.0,32.0,0.0
3758679967,18.0,38.0,37.0,0.0
3758679980,18.0,39.0,33.0,0.0
3758679993,18.0,39.0,32.0,0.0
3758680006,18.0,38.0,33.0,0.0
3758680019,20.0,38.0,34.0,0.0
3758680033,18.0,38.0,33.0,0.0
3758680049,18.0,40.0,32.0,0.0
3758680065,18.0,38.0,33.0,0.0
3758680078,18.0,38.0,32.0,0.0
3758680091,19.0,38.0,33.0,0.0
3758680104,19.0,37.0,32.0,0.0
3758680120,19.0,38.0,34.0,0.0
3758680133,19.0,37.0,34.0,0.0
3758680147,19.0,38.0,34.0,0.0
3758680160,19.0,38.0,34.0,0.0
3758680173,19.0,38.0,33.0,0.0
3758680186,19.0,38.0,30.0,0.0
3758680199,19.0,38.0,31.0,0.0
3758680212,20.0,40.0,31.0,0.0
3758680225,19.0,38.0,30.0,0.0
3758680238,19.0,38.0,32.0,0.0
3758680251,19.0,38.0,30.0,0.0
3758680264,19.0,38.0,35.0,0.0
3758680277,19.0,38.0,31.0,0.0
3758680290,19.0,38.0,33.0,0.0
3758680303,19.0,38.0,30.0,0.0
3758680316,19.0,38.0,32.0,0.0
3758680340,19.0,37.0,33.0,0.0
3758680353,19.0,37.0,33.0,0.0
3758680366,19.0,38.0,32.0,0.0
3758680379,19.0,37.0,33.0,0.0
3758680392,19.0,38.0,34.0,0.0
3758680407,19.0,38.0,33.0,0.0
3758680420,19.0,37.0,32.0,0.0
3758680433,19.0,38.0,32.0,0.0
3758680446,19.0,38.0,34.0,0.0
3758680459,19.0,38.0,32.0,0.0
3758680472,19.0,38.0,33.0,0.0
3758680486,19.0,38.0,34.0,0.0
3758680499,19.0,38.0,32.0,0.0
3758680512,19.0,38.0,31.0,0.0
3758680530,19.0,37.0,30.0,0.0
3758680543,19.0,37.0,31.0,0.0
3758680556,19.0,38.0,32.0,0.0
3758680569,19.0,38.0,33.0,0.0
3758680582,19.0,38.0,33.0,0.0
3758680595,19.0,38.0,32.0,0.0
3758680608,19.0,38.0,34.0,0.0
3758680621,19.0,38.0,32.0,0.0
3758680634,19.0,38.0,32.0,0.0
3758680647,19.0,38.0,31.0,0.0
3758680660,19.0,38.0,32.0,0.0
3758680673,19.0,38.0,32.0,0.0
3758680686,19.0,38.0,30.0,0.0
3758680700,19.0,38.0,31.0,0.0
3758680713,19.0,38.0,30.0,0.0
3758680731,19.0,37.0,35.0,0.0
3758680746,19.0,38.0,31.0,0.0
3758680767,19.0,37.0,33.0,0.0
3758680780,19.0,37.0,31.0,0.0
3758680793,19.0,38.0,31.0,0.0
3758680811,19.0,37.0,34.0,0.0
3758680824,19.0,37.0,32.0,0.0
3758680837,19.0,38.0,31.0,0.0
3758680850,19.0,38.0,33.0,0.0
3758680863,19.0,38.0,32.0,0.0
3758680876,19.0,38.0,32.0,0.0
3758680889,19.0,38.0,32.0,0.0
3758680903,19.0,38.0,33.0,0.0
3758680916,19.0,38.0,31.0,0.0
3758680929,19.0,38.0,32.0,0.0
3758680942,19.0,38.0,30.0,0.0
3758680955,19.0,38.0,33.0,0.0
3758680968,19.0,38.0,32.0,0.0
3758680981,19.0,38.0,33.0,0.0
3758680994,19.0,38.0,34.0,0.0
3758681007,19.0,38.0,34.0,0.0
3758681020,19.0,38.0,33.0,0.0
3758681033,19.0,38.0,33.0,0.0
3758681046,19.0,38.0,32.0,0.0
3758681059,19.0,38.0,32.0,0.0
3758681072,19.0,38.0,32.0,0.0
3758681085,19.0,38.0,32.0,0.0
3758681098,19.0,38.0,32.0,0.0
3758681111,19.0,38.0,31.0,0.0
3758681124,19.0,38.0,32.0,0.0
3758681138,19.0,38.0,35.0,0.0
3758681151,19.0,38.0,31.0,0.0
3758681164,19.0,38.0,32.0,0.0
3758681177,19.0,38.0,32.0,0.0
3758681192,19.0,38.0,32.0,0.0
3758681210,19.0,37.0,33.0,0.0
3758681223,19.0,37.0,34.0,0.0
3758681237,19.0,38.0,31.0,0.0
3758681250,19.0,38.0,31.0,0.0
3758681263,19.0,38.0,31.0,0.0
3758681276,19.0,38.0,33.0,0.0
3758681289,19.0,38.0,31.0,0.0
3758681302,19.0,38.0,31.0,0.0
3758681315,19.0,38.0,33.0,0.0
3758681328,19.0,38.0,33.0,0.0
3758681341,19.0,38.0,34.0,0.0
3758681354,19.0,38.0,33.0,0.0
3758681370,19.0,38.0,31.0,0.0
3758681383,19.0,37.0,32.0,0.0
3758681396,19.0,38.0,32.0,0.0
3758681409,19.0,38.0,32.0,0.0
3758681422,19.0,38.0,31.0,0.0
3758681435,19.0,38.0,31.0,0.0
3758681448,19.0,38.0,32.0,0.0
3758681461,19.0,38.0,32.0,0.0
3758681474,19.0,38.0,33.0,0.0
3758681487,19.0,38.0,31.0,0.0
3758681500,19.0,38.0,31.0,0.0
3758681513,19.0,38.0,34.0,0.0
3758681526,19.0,38.0,33.0,0.0
3758681539,19.0,38.0,33.0,0.0
3758681552,19.0,38.0,33.0,0.0
3758681566,19.0,38.0,31.0,0.0
3758681579,19.0,38.0,33.0,0.0
3758681592,19.0,38.0,32.0,0.0
3758681605,19.0,38.0,34.0,0.0
3758681618,19.0,38.0,32.0,0.0
3758681631,19.0,38.0,33.0,0.0
3758681644,19.0,38.0,33.0,0.0
3758681657,19.0,38.0,30.0,0.0
3758681673,19.0,38.0,33.0,0.0
3758681686,19.0,37.0,33.0,0.0
3758681699,19.0,38.0,33.0,0.0
3758681712,19.0,38.0,32.0,0.0
3758681727,19.0,38.0,34.0,0.0
3758681740,19.0,38.0,34.0,0.0
3758681753,19.0,38.0,34.0,0.0
3758681767,19.0,38.0,33.0,0.0
3758681780,19.0,38.0,34.0,0.0
3758681793,19.0,38.0,33.0,0.0
3758681808,19.0,38.0,33.0,0.0
3758681821,19.0,37.0,35.0,0.0
3758681834,20.0,38.0,33.0,0.0
3758681848,20.0,38.0,32.0,0.0
3758681861,19.0,38.0,32.0,0.0
3758681874,19.0,38.0,31.0,0.0
3758681887,19.0,38.0,32.0,0.0
