3761606373,22.0,36.0,25.0,1.6
3761607357,22.0,36.0,23.0,1.6
3761608321,22.0,36.0,23.0,1.6
3761609295,22.0,36.0,24.0,1.6
3761610274,21.0,36.0,24.0,0.0
3761611234,21.0,36.0,23.0,0.0
3761612211,21.0,36.0,24.0,0.0
3761613183,21.0,36.0,25.0,0.0
3761614152,21.0,36.0,24.0,0.0
3761615129,21.0,36.0,23.0,0.0
3761616106,20.0,37.0,23.0,0.0
3761617087,21.0,36.0,25.0,0.0
3761618086,22.0,36.0,25.0,0.0
3761619079,22.0,36.0,25.0,0.0
3761620090,22.0,36.0,26.0,0.0
3761621081,22.0,36.0,28.0,0.0
3761622062,22.0,36.0,26.0,0.0
3761623052,22.0,36.0,27.0,0.0
3761624028,22.0,36.0,27.0,0.0
3761625025,21.0,36.0,26.0,0.0
3761626010,21.0,36.0,27.0,0.0
3761627037,21.0,36.0,26.0,0.0
3761628037,21.0,36.0,28.0,0.0
3761629022,21.0,36.0,27.0,0.0
3761630018,21.0,36.0,28.0,0.0
3761631016,21.0,36.0,30.0,0.0
3761632008,20.0,37.0,29.0,0.0
3761632996,20.0,37.0,29.0,0.0
3761634022,20.0,37.0,29.0,0.0
3761635032,20.0,37.0,30.0,0.0
3761636044,20.0,37.0,32.0,0.0
3761637083,20.0,37.0,32.0,0.0
3761638096,20.0,37.0,30.0,0.0
3761639106,20.0,37.0,32.0,0.0
3761640099,20.0,37.0,32.0,0.0
3761641115,20.0,37.0,33.0,0.0
3761642135,20.0,37.0,33.0,0.0
3761643161,20.0,37.0,33.0,0.0
3761644182,20.0,37.0,35.0,0.0
3761645197,19.0,37.0,35.0,0.0
3761646201,19.0,37.0,34.0,0.0
3761647227,19.0,37.0,35.0,0.0
3761648266,20.0,37.0,36.0,0.0
3761649289,20.0,37.0,35.0,0.32
3761650318,20.0,37.0,35.0,1.28
3761651327,20.0,37.0,35.0,1.92
3761652360,20.0,37.0,36.0,2.56
3761653396,19.0,37.0,37.0,1.92
3761654423,19.0,37.0,36.0,4.16
3761655471,18.0,38.0,36.0,4.8
3761656516,18.0,38.0,38.0,5.44
3761657559,18.0,38.0,37.0,6.4
3761658598,18.0,38.0,38.0,7.36
3761659660,18.0,38.0,38.0,8.32
3761660702,18.0,38.0,39.0,11.52
3761661754,20.0,37.0,41.0,24.0
3761662808,20.0,37.0,42.0,34.56
3761663861,21.0,36.0,41.0,39.04
3761664913,21.0,36.0,42.0,41.6
3761665958,22.0,36.0,44.0,44.8
3761667009,22.0,36.0,43.0,47.68
3761668089,22.0,36.0,45.0,48.64
3761669156,22.0,36.0,45.0,48.32
3761670224,22.0,36.0,44.0,46.08
3761671287,22.0,36.0,47.0,35.84
3761672350,23.0,35.0,46.0,28.8
3761673412,23.0,35.0,47.0,19.84
3761674494,23.0,35.0,44.0,12.8
3761675562,23.0,35.0,47.0,12.8
3761676637,23.0,35.0,50.0,12.48
3761677722,23.0,35.0,46.0,12.48
3761678794,23.0,35.0,48.0,10.88
3761679885,23.0,35.0,47.0,8.96
3761680981,23.0,35.0,48.0,6.4
3761682100,22.0,36.0,45.0,4.8
3761683189,22.0,36.0,47.0,3.52
3761684288,22.0,36.0,46.0,2.88
3761685386,21.0,36.0,47.0,2.24
3761686460,22.0,36.0,47.0,1.92
3761687556,22.0,36.0,47.0,1.6
3761688665,21.0,36.0,46.0,1.6
3761689771,21.0,36.0,48.0,0.64
3761690875,21.0,36.0,48.0,0.0
3761691983,21.0,36.0,47.0,0.0
3761693073,21.0,36.0,46.0,0.0
3761694203,20.0,37.0,47.0,0.0
3761695333,20.0,37.0,46.0,0.0
3761696458,20.0,37.0,44.0,0.0
3761697589,20.0,37.0,45.0,0.0
3761698713,22.0,36.0,47.0,0.0
3761699836,22.0,36.0,45.0,0.0
3761700953,22.0,36.0,46.0,0.0
3761702057,22.0,36.0,46.0,0.0
3761703183,22.0,36.0,45.0,0.0
3761704298,22.0,36.0,46.0,0.0
3761705448,22.0,36.0,46.0,0.0
3761706589,22.0,36.0,44.0,0.0
3761707735,22.0,36.0,44.0,0.0
3761708865,22.0,36.0,44.0,0.0
3761709990,21.0,36.0,43.0,0.0
3761711122,21.0,36.0,43.0,0.0
3761712271,21.0,36.0,42.0,0.0
3761713426,21.0,36.0,40.0,0.0
3761714561,21.0,36.0,42.0,0.0
3761715705,21.0,36.0,39.0,0.0
3761716847,21.0,36.0,39.0,0.0
3761718013,21.0,36.0,41.0,0.0
3761719166,21.0,36.0,40.0,0.0
3761720329,21.0,36.0,37.0,0.0
3761721482,20.0,37.0,39.0,0.0
3761722635,21.0,36.0,38.0,0.0
3761723783,20.0,37.0,38.0,0.0
3761724927,20.0,37.0,38.0,0.0
3761726083,20.0,37.0,36.0,0.0
3761727245,20.0,37.0,38.0,0.0
3761728410,20.0,37.0,38.0,0.0
3761729571,20.0,37.0,37.0,0.0
3761730758,20.0,37.0,36.0,0.0
3761731912,20.0,37.0,36.0,0.0
3761733073,20.0,37.0,37.0,0.0
3761734250,20.0,37.0,37.0,0.0
3761735425,19.0,37.0,37.0,0.32
3761736611,20.0,37.0,34.0,1.28
3761737789,20.0,37.0,35.0,1.92
3761738969,20.0,37.0,36.0,2.56
3761740163,20.0,37.0,34.0,3.2
3761741357,20.0,37.0,36.0,4.16
3761742555,20.0,37.0,33.0,4.8
